,id,geometry,samples
512,5,POINT (812661.9685230794 2180177.7013476426),[[nan nan nan nan nan nan nan]]
513,5,POINT (812548.2241076869 2180264.243736123),[[nan nan nan nan nan nan nan]]
514,5,POINT (812746.4528117683 2180235.8496391834),[[nan nan nan nan nan nan nan]]
515,5,POINT (812366.2496574898 2180076.8902549534),[[nan nan nan nan nan nan nan]]
516,5,POINT (811931.4826058605 2180083.437098894),[[nan nan nan nan nan nan nan]]
517,5,POINT (811938.0477938666 2180115.426067957),[[nan nan nan nan nan nan nan]]
518,0,POINT (805778.3754626596 2179592.49821418),"[[ 5.2400000e+02  7.4900000e+02  7.0300000e+02  1.1130000e+03
   2.7940000e+03 -5.7719445e-01  5.9794110e-01]]"
519,0,POINT (805340.2669902405 2180002.8680414646),"[[ 6.0400000e+02  8.0100000e+02  8.9900000e+02  1.2480000e+03
   3.3590000e+03 -6.1490387e-01  5.7773602e-01]]"
520,0,POINT (805128.3042297964 2180314.412485644),"[[ 3.620000e+02  6.520000e+02  3.480000e+02  9.860000e+02  3.108000e+03
  -6.531915e-01  7.986111e-01]]"
521,0,POINT (804282.7713353664 2181220.648772514),"[[ 3.270000e+02  5.130000e+02  2.760000e+02  8.890000e+02  3.636000e+03
  -7.527115e-01  8.588957e-01]]"
522,0,POINT (804294.2019941394 2182010.487084834),"[[ 3.8700000e+02  5.4800000e+02  4.3600000e+02  8.9000000e+02
   2.9260000e+03 -6.8451351e-01  7.4063057e-01]]"
523,0,POINT (803031.98507598 2182711.272315776),"[[ 3.1300000e+02  4.9800000e+02  3.6500000e+02  9.7100000e+02
   3.2830000e+03 -7.3657763e-01  7.9989034e-01]]"
524,0,POINT (802997.3444944271 2182862.9334645877),"[[ 3.1800000e+02  5.1100000e+02  3.8300000e+02  9.2100000e+02
   3.4370000e+03 -7.4113476e-01  7.9947644e-01]]"
525,0,POINT (811537.6450744374 2180092.481076361),"[[ 3.990000e+02  5.250000e+02  4.630000e+02  9.450000e+02  3.972000e+03
  -7.665110e-01  7.912063e-01]]"
526,0,POINT (813598.5310054515 2180404.8908175454),"[[ 4.2100000e+02  6.2100000e+02  5.0700000e+02  1.0150000e+03
   3.5770000e+03 -7.0414484e-01  7.5171399e-01]]"
527,0,POINT (813722.8130082601 2180428.3291027653),"[[ 3.860000e+02  6.190000e+02  6.300000e+02  9.340000e+02  2.533000e+03
  -6.072335e-01  6.016440e-01]]"
528,0,POINT (815112.434870421 2179815.365494294),"[[ 3.0900000e+02  6.9100000e+02  4.8900000e+02  1.0950000e+03
   3.5720000e+03 -6.7581517e-01  7.5917262e-01]]"
529,5,POINT (818355.8360738828 2180549.509001061),[[nan nan nan nan nan nan nan]]
530,5,POINT (817933.911563315 2180634.0544241057),[[nan nan nan nan nan nan nan]]
531,0,POINT (818829.4289375858 2180763.399522155),"[[ 5.4440000e+03  8.9700000e+02  8.4800000e+02  1.3150000e+03
   3.4190000e+03 -5.8433735e-01  6.0253108e-01]]"
532,0,POINT (821691.0603781282 2184175.6816424076),"[[ 4.8300000e+02  7.2400000e+02  6.3700000e+02  1.1180000e+03
   2.7780000e+03 -5.8652198e-01  6.2693995e-01]]"
533,0,POINT (820787.2362683915 2184318.695590521),"[[ 4.7000000e+02  6.7500000e+02  7.0600000e+02  1.0960000e+03
   2.5490000e+03 -5.8126551e-01  5.6620586e-01]]"
534,0,POINT (820885.2194239222 2184416.071999508),"[[ 3.070000e+02  5.400000e+02  4.010000e+02  9.250000e+02  2.964000e+03
  -6.917808e-01  7.616642e-01]]"
535,0,POINT (821025.3134361163 2184351.322179844),"[[ 2.9000000e+02  5.5200000e+02  3.8700000e+02  1.0670000e+03
   2.8890000e+03 -6.7916304e-01  7.6373625e-01]]"
536,0,POINT (820398.7664049028 2184329.3940888774),"[[ 5.1400000e+02  7.0700000e+02  8.1100000e+02  1.1490000e+03
   2.4670000e+03 -5.5450535e-01  5.0518608e-01]]"
537,0,POINT (821254.3066418255 2184295.261644104),"[[ 3.540000e+02  6.100000e+02  4.590000e+02  1.107000e+03  2.914000e+03
  -6.538025e-01  7.278387e-01]]"
538,0,POINT (821422.5077316423 2184252.2685380005),"[[ 3.340000e+02  6.190000e+02  4.120000e+02  1.058000e+03  2.937000e+03
  -6.518560e-01  7.539564e-01]]"
539,0,POINT (803174.4501387349 2182816.381363998),"[[ 3.9500000e+02  6.0100000e+02  5.4800000e+02  1.0550000e+03
   2.9680000e+03 -6.6321099e-01  6.8828213e-01]]"
540,0,POINT (803367.3408593477 2182366.4507892183),"[[ 3.000000e+02  5.880000e+02  2.550000e+02  8.490000e+02  3.741000e+03
  -7.283437e-01  8.723724e-01]]"
541,0,POINT (804062.4885256644 2181291.2469383543),"[[ 2.910000e+02  4.550000e+02  3.110000e+02  6.980000e+02  4.072000e+03
  -7.989839e-01  8.580881e-01]]"
542,0,POINT (804891.2751629066 2180529.9105907558),"[[ 4.3100000e+02  6.8900000e+02  4.7100000e+02  1.2640000e+03
   3.8700000e+03 -6.9774073e-01  7.8299934e-01]]"
543,0,POINT (804681.082767949 2180738.7851575115),"[[ 5.9100000e+02  7.8600000e+02  9.1100000e+02  1.2040000e+03
   2.5950000e+03 -5.3504878e-01  4.8031944e-01]]"
544,0,POINT (804696.8424930878 2180650.525017433),"[[ 4.3800000e+02  6.9600000e+02  5.9800000e+02  1.2690000e+03
   3.4780000e+03 -6.6650695e-01  7.0657510e-01]]"
545,0,POINT (804585.5332190902 2181222.2856755895),"[[ 3.930000e+02  6.170000e+02  4.560000e+02  9.590000e+02  3.196000e+03
  -6.763703e-01  7.502738e-01]]"
546,1,POINT (809854.2543305862 2181885.121534152),"[[ 1.4400000e+02  3.3500000e+02  2.0800000e+02  7.1400000e+02
   2.5700000e+03 -7.6936316e-01  8.5025197e-01]]"
547,1,POINT (807783.7984324143 2183371.787287402),"[[ 1.6600000e+02  3.3600000e+02  2.1300000e+02  7.0400000e+02
   2.6660000e+03 -7.7614921e-01  8.5203195e-01]]"
548,1,POINT (810030.6494469075 2181983.8043600353),"[[ 1.2300000e+02  3.4400000e+02  2.1800000e+02  7.4100000e+02
   2.7090000e+03 -7.7464789e-01  8.5104203e-01]]"
549,1,POINT (809970.9410663408 2182343.954694538),"[[ 1.6000000e+02  3.7500000e+02  2.3900000e+02  7.7800000e+02
   2.4410000e+03 -7.3366475e-01  8.2164180e-01]]"
550,1,POINT (810033.7110639405 2182830.1658076216),"[[ 1.5500000e+02  2.7400000e+02  1.6400000e+02  7.6500000e+02
   2.4020000e+03 -7.9521674e-01  8.7217456e-01]]"
551,1,POINT (810108.7367916388 2181386.7053254223),"[[ 1.6000000e+02  4.4500000e+02  2.2600000e+02  9.2500000e+02
   3.3600000e+03 -7.6609725e-01  8.7395430e-01]]"
552,1,POINT (810955.4548654851 2181043.805764697),"[[ 2.360000e+02  3.910000e+02  3.620000e+02  8.470000e+02  2.077000e+03
  -6.831443e-01  7.031570e-01]]"
553,1,POINT (808586.2040004795 2180028.706750142),"[[ 1.480000e+02  3.690000e+02  2.310000e+02  8.400000e+02  2.717000e+03
  -7.608555e-01  8.432836e-01]]"
554,1,POINT (808581.5343017303 2179886.967125735),"[[ 2.0200000e+02  3.8300000e+02  2.7200000e+02  7.3200000e+02
   2.1330000e+03 -6.9554847e-01  7.7380455e-01]]"
555,1,POINT (816550.7031730692 2182134.0123022837),"[[ 1.5300000e+02  2.8400000e+02  2.0100000e+02  6.6000000e+02
   2.2980000e+03 -7.8001547e-01  8.3913565e-01]]"
556,1,POINT (817481.1769979177 2183892.8475744957),"[[ 1.290000e+02  3.540000e+02  2.290000e+02  8.170000e+02  2.419000e+03
  -7.446808e-01  8.270393e-01]]"
557,1,POINT (815845.7653390423 2184717.067228466),"[[ 1.6100000e+02  4.7900000e+02  2.7800000e+02  1.0780000e+03
   3.3380000e+03 -7.4901754e-01  8.4623891e-01]]"
558,1,POINT (815510.9037161259 2184318.0885035987),"[[ 8.900000e+01  4.500000e+02  2.100000e+02  9.000000e+02  3.546000e+03
  -7.747748e-01  8.881789e-01]]"
559,1,POINT (815376.4259203668 2184067.8408636805),"[[ 1.4600000e+02  3.7100000e+02  2.4800000e+02  8.9000000e+02
   2.6880000e+03 -7.5743705e-01  8.3106267e-01]]"
560,1,POINT (816739.0880301216 2184757.7527030054),"[[ 1.6100000e+02  4.2100000e+02  2.2000000e+02  9.1100000e+02
   3.3620000e+03 -7.7742535e-01  8.7716359e-01]]"
561,1,POINT (820914.9440912219 2184101.4550319198),"[[ 1.3300000e+02  2.8000000e+02  1.8600000e+02  6.1600000e+02
   2.3920000e+03 -7.9041916e-01  8.5570210e-01]]"
562,1,POINT (821959.089614159 2183783.9261235893),"[[ 1.7600000e+02  4.6100000e+02  2.4300000e+02  9.2700000e+02
   3.0230000e+03 -7.3536164e-01  8.5119414e-01]]"
563,1,POINT (818363.9026396032 2182936.593957637),"[[ 1.1800000e+02  3.4000000e+02  2.0700000e+02  7.8600000e+02
   2.7030000e+03 -7.7653629e-01  8.5773194e-01]]"
564,1,POINT (816895.9893023642 2182949.333310728),"[[ 1.1900000e+02  3.0300000e+02  1.9300000e+02  6.8800000e+02
   2.3720000e+03 -7.7345794e-01  8.4951270e-01]]"
565,1,POINT (805713.2844130972 2184054.8196739587),"[[ 2.0600000e+02  3.9100000e+02  2.6000000e+02  7.7400000e+02
   2.4770000e+03 -7.2733611e-01  8.1001097e-01]]"
566,1,POINT (805664.0033269064 2182570.4133287747),"[[ 2.5800000e+02  5.1100000e+02  3.2600000e+02  9.6700000e+02
   2.3100000e+03 -6.3771713e-01  7.5265557e-01]]"
567,1,POINT (805964.6413417959 2181037.0093203452),"[[ 1.9100000e+02  4.2800000e+02  2.9600000e+02  8.7800000e+02
   2.3410000e+03 -6.9086313e-01  7.7550244e-01]]"
568,1,POINT (806887.3218322909 2179691.2498353706),"[[ 2.2300000e+02  3.9300000e+02  3.2200000e+02  7.0800000e+02
   1.8150000e+03 -6.4402175e-01  6.9864297e-01]]"
569,1,POINT (809464.1389814222 2182706.936654831),"[[ 1.5300000e+02  3.4800000e+02  1.7100000e+02  8.0100000e+02
   3.0280000e+03 -7.9383886e-01  8.9309162e-01]]"
570,5,POINT (805962.5305877059 2182506.498374061),[[nan nan nan nan nan nan nan]]
571,2,POINT (805498.7578550281 2182755.2389527936),"[[ 2.9000000e+02  3.8700000e+02  5.3100000e+02  5.7500000e+02
   8.0100000e+02 -3.4848484e-01  2.0270270e-01]]"
572,2,POINT (806409.1958705685 2182838.175217774),"[[ 3.1900000e+02  6.0100000e+02  4.3100000e+02  1.0720000e+03
   1.6520000e+03 -4.6648914e-01  5.8617377e-01]]"
573,5,POINT (807677.4628830804 2181487.930033258),[[nan nan nan nan nan nan nan]]
574,5,POINT (808371.6294424544 2181618.571884804),[[nan nan nan nan nan nan nan]]
575,2,POINT (808832.5910749778 2181844.3442570046),"[[ 3.8900000e+02  8.8100000e+02  6.8900000e+02  1.5890000e+03
   1.6820000e+03 -3.1252438e-01  4.1881064e-01]]"
576,5,POINT (810037.2485359483 2181605.015418878),[[nan nan nan nan nan nan nan]]
577,2,POINT (811107.4861995366 2180600.2474490744),"[[ 2.5600000e+02  3.4100000e+02  4.9400000e+02  6.7700000e+02
   1.2420000e+03 -5.6917244e-01  4.3087557e-01]]"
578,2,POINT (813961.346249896 2181498.510669286),"[[ 2.8300000e+02  2.6300000e+02  3.4800000e+02  5.8300000e+02
   1.0410000e+03 -5.9662575e-01  4.9892008e-01]]"
579,2,POINT (816509.8075718621 2181228.4564064373),"[[ 7.3900000e+02  1.0440000e+03  1.4050000e+03  1.6740000e+03
   2.6170000e+03 -4.2966402e-01  3.0134261e-01]]"
580,2,POINT (821281.9246572922 2183210.394025668),"[[ 3.5100000e+02  5.9200000e+02  5.8600000e+02  9.4900000e+02
   9.8400000e+02 -2.4873096e-01  2.5350317e-01]]"
581,2,POINT (806276.2562354398 2180420.8802670846),"[[ 2.1400000e+02  3.8200000e+02  3.3200000e+02  8.1700000e+02
   1.2240000e+03 -5.2428395e-01  5.7326478e-01]]"
582,2,POINT (808104.0015332729 2180409.913234005),"[[ 2.7400000e+02  3.3200000e+02  4.3300000e+02  5.8400000e+02
   1.4420000e+03 -6.2570465e-01  5.3813332e-01]]"
583,2,POINT (804985.8939660128 2182128.557384345),"[[ 3.7500000e+02  5.1500000e+02  5.3300000e+02  7.4900000e+02
   1.1790000e+03 -3.9197168e-01  3.7733644e-01]]"
584,5,POINT (803823.2493747029 2183254.107135338),[[nan nan nan nan nan nan nan]]
585,3,POINT (806870.2425467796 2182180.4325653696),"[[108.          60.          64.          37.         149.
   -0.4258373    0.39906102]]"
586,5,POINT (806817.0289060025 2181754.5930042136),[[nan nan nan nan nan nan nan]]
587,3,POINT (814965.9648086745 2182052.7711617444),"[[ 1.1700000e+02  1.1100000e+02  7.4000000e+01  7.3000000e+01
   1.4900000e+02 -1.4615385e-01  3.3632287e-01]]"
588,5,POINT (813316.9975163637 2181421.6417576843),[[nan nan nan nan nan nan nan]]
589,3,POINT (817828.4808384723 2182946.4951271946),"[[  9.           1.          30.          25.         201.
   -0.990099     0.74025977]]"
590,3,POINT (816553.7633454821 2183313.2864068835),"[[ 70.          30.          37.          70.         195.
   -0.73333335   0.6810345 ]]"
591,5,POINT (809776.9368004736 2180545.178109241),[[nan nan nan nan nan nan nan]]
592,3,POINT (808445.4515375326 2180904.527063579),"[[125.         142.          78.          67.         291.
   -0.34411085   0.57723576]]"
593,4,POINT (812352.9767712236 2180122.6978805475),"[[ 1.1930000e+03  1.4250000e+03  1.4050000e+03  1.6620000e+03
   2.4590000e+03 -2.6622039e-01  2.7277434e-01]]"
594,4,POINT (812053.242122878 2180149.317895468),"[[ 1.0600000e+03  1.3980000e+03  1.6510000e+03  1.8980000e+03
   2.7180000e+03 -3.2069972e-01  2.4422064e-01]]"
595,4,POINT (811856.8575712561 2180174.210537298),"[[ 6.1100000e+02  9.8200000e+02  1.0140000e+03  1.3620000e+03
   3.2160000e+03 -5.3215820e-01  5.2056736e-01]]"
596,4,POINT (815430.728931352 2179546.5125836385),"[[ 1.0190000e+03  1.4140000e+03  1.8310000e+03  1.9750000e+03
   2.7650000e+03 -3.2328308e-01  2.0322019e-01]]"
597,5,POINT (815382.6020165867 2179749.311863142),[[nan nan nan nan nan nan nan]]
598,4,POINT (815476.6251739395 2179570.34679841),"[[ 7.6300000e+02  1.0150000e+03  1.1730000e+03  1.4390000e+03
   2.6190000e+03 -4.4138691e-01  3.8132912e-01]]"
599,4,POINT (815465.9825852507 2179366.50488979),"[[ 1.0310000e+03  1.3830000e+03  1.4460000e+03  1.7380000e+03
   2.9860000e+03 -3.6690319e-01  3.4747294e-01]]"
600,4,POINT (803550.1916791336 2181774.70100705),"[[ 7.0200000e+02  1.0480000e+03  1.0890000e+03  1.5180000e+03
   2.9610000e+03 -4.7717634e-01  4.6222222e-01]]"
601,5,POINT (802483.2119841913 2183981.8590397523),[[nan nan nan nan nan nan nan]]
602,4,POINT (802519.9924382758 2183913.4455116824),"[[ 1.0420000e+03  1.2950000e+03  1.3690000e+03  1.5810000e+03
   2.1730000e+03 -2.5317186e-01  2.2699040e-01]]"
603,4,POINT (812661.9685230794 2180177.7013476426),"[[ 1.0710000e+03  1.6640000e+03  1.6640000e+03  1.7930000e+03
   2.5910000e+03 -2.1786134e-01  2.1786134e-01]]"
604,5,POINT (812548.2241076869 2180264.243736123),[[nan nan nan nan nan nan nan]]
605,5,POINT (812746.4528117683 2180235.8496391834),[[nan nan nan nan nan nan nan]]
606,5,POINT (812366.2496574898 2180076.8902549534),[[nan nan nan nan nan nan nan]]
607,5,POINT (811931.4826058605 2180083.437098894),[[nan nan nan nan nan nan nan]]
608,4,POINT (811938.0477938666 2180115.426067957),"[[ 1.364000e+03  1.747000e+03  1.907000e+03  2.122000e+03  2.895000e+03
  -2.473072e-01  2.057476e-01]]"
609,0,POINT (805778.3754626596 2179592.49821418),"[[ 5.810000e+02  8.020000e+02  9.500000e+02  1.415000e+03  2.890000e+03
  -5.655471e-01  5.052083e-01]]"
610,0,POINT (805340.2669902405 2180002.8680414646),"[[ 5.380000e+02  8.360000e+02  8.990000e+02  1.467000e+03  3.872000e+03
  -6.448598e-01  6.231398e-01]]"
611,0,POINT (805128.3042297964 2180314.412485644),"[[ 3.2100000e+02  5.8300000e+02  4.3400000e+02  1.1550000e+03
   3.3500000e+03 -7.0353419e-01  7.7061313e-01]]"
612,0,POINT (804282.7713353664 2181220.648772514),"[[ 2.480000e+02  5.090000e+02  3.480000e+02  9.320000e+02  4.210000e+03
  -7.842763e-01  8.473014e-01]]"
613,0,POINT (804294.2019941394 2182010.487084834),"[[ 3.7900000e+02  5.9800000e+02  5.8300000e+02  1.0840000e+03
   3.2960000e+03 -6.9286078e-01  6.9940704e-01]]"
614,0,POINT (803031.98507598 2182711.272315776),"[[ 3.250000e+02  5.240000e+02  4.910000e+02  9.980000e+02  3.118000e+03
  -7.122460e-01  7.279025e-01]]"
615,0,POINT (802997.3444944271 2182862.9334645877),"[[ 3.200000e+02  5.650000e+02  4.940000e+02  1.057000e+03  3.229000e+03
  -7.021613e-01  7.346226e-01]]"
616,0,POINT (811537.6450744374 2180092.481076361),"[[ 3.1200000e+02  4.8800000e+02  5.5300000e+02  9.8300000e+02
   2.7510000e+03 -6.9867241e-01  6.6525424e-01]]"
617,0,POINT (813598.5310054515 2180404.8908175454),"[[ 2.6700000e+02  5.2500000e+02  4.5500000e+02  1.1140000e+03
   3.4000000e+03 -7.3248410e-01  7.6394296e-01]]"
618,0,POINT (813722.8130082601 2180428.3291027653),"[[ 3.470000e+02  5.830000e+02  6.590000e+02  1.056000e+03  2.645000e+03
  -6.387856e-01  6.010896e-01]]"
619,0,POINT (815112.434870421 2179815.365494294),"[[ 2.9800000e+02  5.5400000e+02  3.5500000e+02  1.0560000e+03
   3.5610000e+03 -7.3074120e-01  8.1869256e-01]]"
620,0,POINT (818355.8360738828 2180549.509001061),"[[ 5.290000e+02  6.850000e+02  9.220000e+02  1.160000e+03  2.294000e+03
  -5.401141e-01  4.266169e-01]]"
621,0,POINT (817933.911563315 2180634.0544241057),"[[ 4.6400000e+02  6.8000000e+02  8.7800000e+02  1.2100000e+03
   2.4370000e+03 -5.6368303e-01  4.7028658e-01]]"
622,0,POINT (818829.4289375858 2180763.399522155),"[[ 3.3800000e+02  5.7200000e+02  6.3400000e+02  1.0560000e+03
   2.4690000e+03 -6.2380797e-01  5.9136319e-01]]"
623,0,POINT (821691.0603781282 2184175.6816424076),"[[ 5.8000000e+02  8.0100000e+02  7.9100000e+02  1.2360000e+03
   3.0980000e+03 -5.8912539e-01  5.9321165e-01]]"
624,0,POINT (820787.2362683915 2184318.695590521),"[[ 4.9100000e+02  7.2900000e+02  7.3500000e+02  1.2660000e+03
   2.9350000e+03 -6.0207427e-01  5.9945506e-01]]"
625,0,POINT (820885.2194239222 2184416.071999508),"[[ 3.390000e+02  5.630000e+02  4.680000e+02  1.098000e+03  3.285000e+03
  -7.073805e-01  7.505995e-01]]"
626,0,POINT (821025.3134361163 2184351.322179844),"[[ 3.1500000e+02  5.7600000e+02  4.6700000e+02  1.1790000e+03
   3.1790000e+03 -6.9320905e-01  7.4382883e-01]]"
627,0,POINT (820398.7664049028 2184329.3940888774),"[[ 5.4500000e+02  7.5500000e+02  8.2800000e+02  1.2530000e+03
   2.9040000e+03 -5.8731896e-01  5.5627012e-01]]"
628,0,POINT (821254.3066418255 2184295.261644104),"[[ 3.360000e+02  6.180000e+02  5.770000e+02  1.255000e+03  3.107000e+03
  -6.681879e-01  6.867535e-01]]"
629,0,POINT (821422.5077316423 2184252.2685380005),"[[ 2.9300000e+02  6.1800000e+02  4.5700000e+02  1.0480000e+03
   3.1440000e+03 -6.7145133e-01  7.4618161e-01]]"
630,0,POINT (803174.4501387349 2182816.381363998),"[[ 4.5400000e+02  6.8600000e+02  7.1900000e+02  1.3180000e+03
   3.1350000e+03 -6.4093167e-01  6.2688118e-01]]"
631,0,POINT (803367.3408593477 2182366.4507892183),"[[ 1.8700000e+02  4.8000000e+02  2.1300000e+02  1.0430000e+03
   3.6860000e+03 -7.6956314e-01  8.9074123e-01]]"
632,0,POINT (804062.4885256644 2181291.2469383543),"[[ 2.3700000e+02  5.1400000e+02  4.6300000e+02  1.0130000e+03
   4.5610000e+03 -7.9743844e-01  8.1568474e-01]]"
633,0,POINT (804891.2751629066 2180529.9105907558),"[[ 4.1700000e+02  7.2600000e+02  5.3500000e+02  1.3590000e+03
   3.8960000e+03 -6.8585026e-01  7.5851953e-01]]"
634,0,POINT (804681.082767949 2180738.7851575115),"[[ 5.910000e+02  8.330000e+02  9.430000e+02  1.337000e+03  2.933000e+03
  -5.576208e-01  5.134159e-01]]"
635,0,POINT (804696.8424930878 2180650.525017433),"[[ 4.5600000e+02  7.6800000e+02  8.2700000e+02  1.4610000e+03
   3.4880000e+03 -6.3909775e-01  6.1668599e-01]]"
636,0,POINT (804585.5332190902 2181222.2856755895),"[[ 4.000000e+02  6.260000e+02  6.080000e+02  1.175000e+03  3.208000e+03
  -6.734481e-01  6.813417e-01]]"
637,1,POINT (809854.2543305862 2181885.121534152),"[[ 1.4900000e+02  4.8700000e+02  3.8700000e+02  1.0280000e+03
   2.8060000e+03 -7.0422107e-01  7.5759476e-01]]"
638,1,POINT (807783.7984324143 2183371.787287402),"[[ 1.280000e+02  3.500000e+02  3.200000e+02  9.430000e+02  2.632000e+03
  -7.652582e-01  7.831978e-01]]"
639,1,POINT (810030.6494469075 2181983.8043600353),"[[ 1.8400000e+02  4.5500000e+02  3.4200000e+02  9.9700000e+02
   3.0140000e+03 -7.3767656e-01  7.9618591e-01]]"
640,1,POINT (809970.9410663408 2182343.954694538),"[[ 2.170000e+02  4.670000e+02  3.620000e+02  9.610000e+02  2.666000e+03
  -7.018832e-01  7.608983e-01]]"
641,1,POINT (810033.7110639405 2182830.1658076216),"[[ 1.930000e+02  4.330000e+02  3.480000e+02  9.620000e+02  2.680000e+03
  -7.218118e-01  7.701453e-01]]"
642,1,POINT (810108.7367916388 2181386.7053254223),"[[ 2.060000e+02  5.590000e+02  3.440000e+02  1.165000e+03  3.400000e+03
  -7.176055e-01  8.162393e-01]]"
643,1,POINT (810955.4548654851 2181043.805764697),"[[ 3.3500000e+02  5.5700000e+02  5.2600000e+02  1.0930000e+03
   2.4070000e+03 -6.2415653e-01  6.4132285e-01]]"
644,1,POINT (808586.2040004795 2180028.706750142),"[[ 2.2000000e+02  5.1800000e+02  4.1200000e+02  1.1040000e+03
   2.7640000e+03 -6.8433881e-01  7.4055415e-01]]"
645,1,POINT (808581.5343017303 2179886.967125735),"[[ 2.7500000e+02  4.7100000e+02  4.3500000e+02  1.0100000e+03
   2.3270000e+03 -6.6333097e-01  6.8501085e-01]]"
646,1,POINT (816550.7031730692 2182134.0123022837),"[[ 2.4500000e+02  4.6300000e+02  4.4800000e+02  9.5100000e+02
   2.6040000e+03 -6.9807631e-01  7.0642203e-01]]"
647,1,POINT (817481.1769979177 2183892.8475744957),"[[ 2.4800000e+02  4.9700000e+02  4.0200000e+02  1.0460000e+03
   2.6690000e+03 -6.8603915e-01  7.3819602e-01]]"
648,1,POINT (815845.7653390423 2184717.067228466),"[[ 1.590000e+02  5.660000e+02  3.180000e+02  1.249000e+03  3.598000e+03
  -7.281460e-01  8.375894e-01]]"
649,1,POINT (815510.9037161259 2184318.0885035987),"[[ 1.470000e+02  5.010000e+02  2.950000e+02  1.147000e+03  3.816000e+03
  -7.678944e-01  8.564826e-01]]"
650,1,POINT (815376.4259203668 2184067.8408636805),"[[ 1.6000000e+02  4.6200000e+02  3.5200000e+02  9.9000000e+02
   2.8900000e+03 -7.2434366e-01  7.8285009e-01]]"
651,1,POINT (816739.0880301216 2184757.7527030054),"[[ 1.640000e+02  5.300000e+02  2.870000e+02  1.172000e+03  3.654000e+03
  -7.466539e-01  8.543517e-01]]"
652,1,POINT (820914.9440912219 2184101.4550319198),"[[ 1.1000000e+02  3.8000000e+02  3.2400000e+02  8.7900000e+02
   2.5320000e+03 -7.3901099e-01  7.7310926e-01]]"
653,1,POINT (821959.089614159 2183783.9261235893),"[[ 1.8900000e+02  5.2400000e+02  3.6400000e+02  1.0650000e+03
   3.0880000e+03 -7.0985603e-01  7.8910774e-01]]"
654,1,POINT (818363.9026396032 2182936.593957637),"[[ 2.4100000e+02  4.7400000e+02  4.0700000e+02  9.9700000e+02
   3.0280000e+03 -7.2929752e-01  7.6302767e-01]]"
655,1,POINT (816895.9893023642 2182949.333310728),"[[ 1.8600000e+02  4.5000000e+02  3.7100000e+02  1.0170000e+03
   2.7900000e+03 -7.2222221e-01  7.6526415e-01]]"
656,1,POINT (805713.2844130972 2184054.8196739587),"[[ 2.2200000e+02  4.1500000e+02  3.8000000e+02  9.8600000e+02
   2.6680000e+03 -7.3078173e-01  7.5065619e-01]]"
657,1,POINT (805664.0033269064 2182570.4133287747),"[[ 2.870000e+02  6.170000e+02  4.360000e+02  1.246000e+03  2.681000e+03
  -6.258338e-01  7.202438e-01]]"
658,1,POINT (805964.6413417959 2181037.0093203452),"[[ 2.920000e+02  5.830000e+02  4.950000e+02  1.133000e+03  2.577000e+03
  -6.310127e-01  6.777344e-01]]"
659,1,POINT (806887.3218322909 2179691.2498353706),"[[ 3.1200000e+02  5.2900000e+02  5.4300000e+02  1.0030000e+03
   2.0420000e+03 -5.8848697e-01  5.7988393e-01]]"
660,1,POINT (809464.1389814222 2182706.936654831),"[[ 1.4600000e+02  4.3900000e+02  3.3700000e+02  1.0700000e+03
   3.3580000e+03 -7.6876479e-01  8.1759137e-01]]"
661,5,POINT (805962.5305877059 2182506.498374061),[[nan nan nan nan nan nan nan]]
662,2,POINT (805498.7578550281 2182755.2389527936),"[[ 3.760000e+02  5.050000e+02  6.240000e+02  8.140000e+02  9.680000e+02
  -3.143245e-01  2.160804e-01]]"
663,2,POINT (806409.1958705685 2182838.175217774),"[[ 3.150000e+02  6.370000e+02  6.190000e+02  1.058000e+03  1.384000e+03
  -3.696190e-01  3.819271e-01]]"
664,5,POINT (807677.4628830804 2181487.930033258),[[nan nan nan nan nan nan nan]]
665,5,POINT (808371.6294424544 2181618.571884804),[[nan nan nan nan nan nan nan]]
666,2,POINT (808832.5910749778 2181844.3442570046),"[[ 3.0200000e+02  7.1100000e+02  5.9300000e+02  1.2920000e+03
   1.7660000e+03 -4.2591846e-01  4.9724460e-01]]"
667,5,POINT (810037.2485359483 2181605.015418878),[[nan nan nan nan nan nan nan]]
668,2,POINT (811107.4861995366 2180600.2474490744),"[[ 3.310000e+02  4.500000e+02  6.410000e+02  8.600000e+02  1.166000e+03
  -4.430693e-01  2.905368e-01]]"
669,2,POINT (813961.346249896 2181498.510669286),"[[ 3.2500000e+02  4.1600000e+02  5.4900000e+02  6.4800000e+02
   1.5540000e+03 -5.7766497e-01  4.7788873e-01]]"
670,2,POINT (816509.8075718621 2181228.4564064373),"[[ 8.9100000e+02  1.2820000e+03  1.6630000e+03  1.9400000e+03
   2.9550000e+03 -3.9485484e-01  2.7977479e-01]]"
671,5,POINT (821281.9246572922 2183210.394025668),[[nan nan nan nan nan nan nan]]
672,2,POINT (806276.2562354398 2180420.8802670846),"[[ 2.0200000e+02  4.6600000e+02  4.9100000e+02  9.3400000e+02
   1.2910000e+03 -4.6955037e-01  4.4893378e-01]]"
673,2,POINT (808104.0015332729 2180409.913234005),"[[ 2.910000e+02  3.660000e+02  4.920000e+02  7.420000e+02  1.527000e+03
  -6.133122e-01  5.126300e-01]]"
